year,month,product_category,sales,total_sales,monthly_avg_sales,sales_growth_rate
2009,1,WomenClothing,1755.0,274844.0,1319.6944444444443,0.5890688487176787
2009,1,MenClothing,524.0,274844.0,1319.6944444444443,-0.7014245014245014
2009,1,OtherClothing,936.0,274844.0,1319.6944444444443,0.7862595419847329
2009,2,WomenClothing,1729.0,274844.0,1319.6944444444443,0.8472222222222223
2009,2,MenClothing,496.0,274844.0,1319.6944444444443,-0.713128976286871
2009,2,OtherClothing,859.0,274844.0,1319.6944444444443,0.7318548387096775
2009,3,WomenClothing,2256.0,274844.0,1319.6944444444443,1.6263096623981372
2009,3,MenClothing,542.0,274844.0,1319.6944444444443,-0.7597517730496454
2009,3,OtherClothing,921.0,274844.0,1319.6944444444443,0.6992619926199262
2009,4,WomenClothing,2662.0,274844.0,1319.6944444444443,1.8903365906623235
2009,4,MenClothing,669.0,274844.0,1319.6944444444443,-0.7486851990984222
2009,4,OtherClothing,914.0,274844.0,1319.6944444444443,0.3662182361733932
2009,5,WomenClothing,2732.0,274844.0,1319.6944444444443,1.989059080962801
2009,5,MenClothing,650.0,274844.0,1319.6944444444443,-0.7620790629575402
2009,5,OtherClothing,989.0,274844.0,1319.6944444444443,0.5215384615384615
2009,6,WomenClothing,2220.0,274844.0,1319.6944444444443,1.2446916076845298
2009,6,MenClothing,607.0,274844.0,1319.6944444444443,-0.7265765765765766
2009,6,OtherClothing,932.0,274844.0,1319.6944444444443,0.5354200988467874
2009,7,WomenClothing,2164.0,274844.0,1319.6944444444443,1.3218884120171674
2009,7,MenClothing,575.0,274844.0,1319.6944444444443,-0.7342883548983364
2009,7,OtherClothing,901.0,274844.0,1319.6944444444443,0.5669565217391304
2009,8,WomenClothing,2371.0,274844.0,1319.6944444444443,1.6315205327413986
2009,8,MenClothing,551.0,274844.0,1319.6944444444443,-0.767608603964572
2009,8,OtherClothing,865.0,274844.0,1319.6944444444443,0.5698729582577133
2009,9,WomenClothing,2421.0,274844.0,1319.6944444444443,1.7988439306358384
2009,9,MenClothing,579.0,274844.0,1319.6944444444443,-0.7608426270136307
2009,9,OtherClothing,819.0,274844.0,1319.6944444444443,0.4145077720207253
2009,10,WomenClothing,2579.0,274844.0,1319.6944444444443,2.148962148962149
2009,10,MenClothing,610.0,274844.0,1319.6944444444443,-0.7634742148119427
2009,10,OtherClothing,914.0,274844.0,1319.6944444444443,0.49836065573770494
2009,11,WomenClothing,2521.0,274844.0,1319.6944444444443,1.7582056892778994
2009,11,MenClothing,620.0,274844.0,1319.6944444444443,-0.7540658468861563
2009,11,OtherClothing,955.0,274844.0,1319.6944444444443,0.5403225806451613
2009,12,WomenClothing,3390.0,274844.0,1319.6944444444443,2.549738219895288
2009,12,MenClothing,930.0,274844.0,1319.6944444444443,-0.7256637168141593
2009,12,OtherClothing,1351.0,274844.0,1319.6944444444443,0.4526881720430107
2010,1,WomenClothing,2142.0,274844.0,1525.7575757575758,0.5854922279792747
2010,1,MenClothing,476.0,274844.0,1525.7575757575758,-0.7777777777777778
2010,1,OtherClothing,945.0,274844.0,1525.7575757575758,0.9852941176470589
2010,2,WomenClothing,2413.0,274844.0,1525.7575757575758,1.5534391534391534
2010,2,MenClothing,471.0,274844.0,1525.7575757575758,-0.804807293825114
2010,2,OtherClothing,869.0,274844.0,1525.7575757575758,0.8450106157112527
2010,3,WomenClothing,3102.0,274844.0,1525.7575757575758,2.569620253164557
2010,3,MenClothing,568.0,274844.0,1525.7575757575758,-0.8168923275306255
2010,3,OtherClothing,941.0,274844.0,1525.7575757575758,0.6566901408450705
2010,4,WomenClothing,1616.729411764706,274844.0,1525.7575757575758,0.0
2010,4,MenClothing,630.0,274844.0,1525.7575757575758,-0.33049946865037194
2010,4,OtherClothing,1616.729411764706,274844.0,1525.7575757575758,0.0
2010,5,WomenClothing,3221.0,274844.0,1525.7575757575758,4.112698412698412
2010,5,MenClothing,627.0,274844.0,1525.7575757575758,-0.8053399565352375
2010,5,OtherClothing,991.0,274844.0,1525.7575757575758,0.5805422647527911
2010,6,WomenClothing,2756.0,274844.0,1525.7575757575758,1.7810292633703328
2010,6,MenClothing,598.0,274844.0,1525.7575757575758,-0.7830188679245282
2010,6,OtherClothing,984.0,274844.0,1525.7575757575758,0.6454849498327759
2010,7,WomenClothing,2749.0,274844.0,1525.7575757575758,1.7936991869918697
2010,7,MenClothing,544.0,274844.0,1525.7575757575758,-0.8021098581302292
2010,7,OtherClothing,937.0,274844.0,1525.7575757575758,0.7224264705882353
2010,8,WomenClothing,2807.0,274844.0,1525.7575757575758,1.9957310565635007
2010,8,MenClothing,1616.729411764706,274844.0,1525.7575757575758,0.0
2010,8,OtherClothing,897.0,274844.0,1525.7575757575758,-0.6804417527609548
2010,9,WomenClothing,2919.0,274844.0,1525.7575757575758,2.254180602006689
2010,9,MenClothing,563.0,274844.0,1525.7575757575758,-0.8071257279890374
2010,9,OtherClothing,839.0,274844.0,1525.7575757575758,0.49023090586145646
2010,10,WomenClothing,3071.0,274844.0,1525.7575757575758,2.66030989272944
2010,10,MenClothing,634.0,274844.0,1525.7575757575758,-0.7935525887333117
2010,10,OtherClothing,930.0,274844.0,1525.7575757575758,0.4668769716088328
2010,11,WomenClothing,3276.0,274844.0,1525.7575757575758,2.52258064516129
2010,11,MenClothing,669.0,274844.0,1525.7575757575758,-0.7957875457875458
2010,11,OtherClothing,1035.0,274844.0,1525.7575757575758,0.547085201793722
2010,12,WomenClothing,4360.0,274844.0,1525.7575757575758,3.21256038647343
2010,12,MenClothing,988.0,274844.0,1525.7575757575758,-0.773394495412844
2010,12,OtherClothing,1398.0,274844.0,1525.7575757575758,0.4149797570850202
2011,1,WomenClothing,2193.0,274844.0,1650.3636363636363,0.5686695278969958
2011,1,MenClothing,487.0,274844.0,1650.3636363636363,-0.7779297765617875
2011,1,OtherClothing,968.0,274844.0,1650.3636363636363,0.9876796714579055
2011,2,WomenClothing,2620.0,274844.0,1650.3636363636363,1.7066115702479339
2011,2,MenClothing,497.0,274844.0,1650.3636363636363,-0.8103053435114504
2011,2,OtherClothing,878.0,274844.0,1650.3636363636363,0.7665995975855131
2011,3,WomenClothing,3266.0,274844.0,1650.3636363636363,2.7198177676537587
2011,3,MenClothing,599.0,274844.0,1650.3636363636363,-0.816595223515003
2011,3,OtherClothing,1064.0,274844.0,1650.3636363636363,0.7762938230383973
2011,4,WomenClothing,3414.0,274844.0,1650.3636363636363,2.2086466165413534
2011,4,MenClothing,690.0,274844.0,1650.3636363636363,-0.7978910369068541
2011,4,OtherClothing,985.0,274844.0,1650.3636363636363,0.42753623188405787
2011,5,WomenClothing,3340.0,274844.0,1650.3636363636363,2.3908629441624365
2011,5,MenClothing,677.0,274844.0,1650.3636363636363,-0.7973053892215569
2011,5,OtherClothing,1027.0,274844.0,1650.3636363636363,0.51698670605613
2011,6,WomenClothing,3232.0,274844.0,1650.3636363636363,2.1470301850048688
2011,6,MenClothing,1616.729411764706,274844.0,1650.3636363636363,0.0
2011,6,OtherClothing,1616.729411764706,274844.0,1650.3636363636363,0.0
2011,7,WomenClothing,2896.0,274844.0,1650.3636363636363,-0.10396039603960394
2011,7,MenClothing,587.0,274844.0,1650.3636363636363,-0.7973066298342542
2011,7,OtherClothing,985.0,274844.0,1650.3636363636363,0.678023850085179
2011,8,WomenClothing,3245.0,274844.0,1650.3636363636363,2.2944162436548226
2011,8,MenClothing,549.0,274844.0,1650.3636363636363,-0.8308166409861325
2011,8,OtherClothing,1001.0,274844.0,1650.3636363636363,0.8233151183970857
2011,9,WomenClothing,3182.0,274844.0,1650.3636363636363,2.178821178821179
2011,9,MenClothing,643.0,274844.0,1650.3636363636363,-0.7979258328095538
2011,9,OtherClothing,930.0,274844.0,1650.3636363636363,0.4463452566096422
2011,10,WomenClothing,1616.729411764706,274844.0,1650.3636363636363,0.0
